~id,~from,~to,~label,weight:Double
ce9c2b42-16fa-46b1-981b-de39d7241842--538e6106-231f-42c6-a36d-8563932c3cf9,ce9c2b42-16fa-46b1-981b-de39d7241842,538e6106-231f-42c6-a36d-8563932c3cf9,similarity,0.9962622833251953
ce9c2b42-16fa-46b1-981b-de39d7241842--c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,ce9c2b42-16fa-46b1-981b-de39d7241842,c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,similarity,0.995701904296875
ce9c2b42-16fa-46b1-981b-de39d7241842--1b104d7f-9bd3-4c7e-97ef-948609052d0b,ce9c2b42-16fa-46b1-981b-de39d7241842,1b104d7f-9bd3-4c7e-97ef-948609052d0b,similarity,0.9949993133544922
ce9c2b42-16fa-46b1-981b-de39d7241842--183a6d4f-793c-426b-be3c-b38842527295,ce9c2b42-16fa-46b1-981b-de39d7241842,183a6d4f-793c-426b-be3c-b38842527295,similarity,0.9922869110107422
ce9c2b42-16fa-46b1-981b-de39d7241842--dc38bd00-0717-4046-8f0c-fe3bf969126d,ce9c2b42-16fa-46b1-981b-de39d7241842,dc38bd00-0717-4046-8f0c-fe3bf969126d,similarity,0.991916275024414
ce9c2b42-16fa-46b1-981b-de39d7241842--a905077d-d237-4917-95b3-a61f8d2b04e3,ce9c2b42-16fa-46b1-981b-de39d7241842,a905077d-d237-4917-95b3-a61f8d2b04e3,similarity,0.9917870330810546
ce9c2b42-16fa-46b1-981b-de39d7241842--eba3510f-92bb-48b5-88c9-127f707df308,ce9c2b42-16fa-46b1-981b-de39d7241842,eba3510f-92bb-48b5-88c9-127f707df308,similarity,0.9850244140625
ce9c2b42-16fa-46b1-981b-de39d7241842--6abf4e5f-3a41-4103-ad7f-c84a97754070,ce9c2b42-16fa-46b1-981b-de39d7241842,6abf4e5f-3a41-4103-ad7f-c84a97754070,similarity,0.982841567993164
ce9c2b42-16fa-46b1-981b-de39d7241842--1f10275d-4f09-4e6d-9e70-7548c3d576fb,ce9c2b42-16fa-46b1-981b-de39d7241842,1f10275d-4f09-4e6d-9e70-7548c3d576fb,similarity,0.9812433624267578
ce9c2b42-16fa-46b1-981b-de39d7241842--4bdbf763-b58d-4fed-9c43-3a8653565dea,ce9c2b42-16fa-46b1-981b-de39d7241842,4bdbf763-b58d-4fed-9c43-3a8653565dea,similarity,0.9745356750488281
ce9c2b42-16fa-46b1-981b-de39d7241842--e97cacfb-ea38-4843-bc3e-d2732be92af4,ce9c2b42-16fa-46b1-981b-de39d7241842,e97cacfb-ea38-4843-bc3e-d2732be92af4,similarity,0.9660460662841797
