~id,~from,~to,~label,weight:Double
8d4aa23d-987e-4f47-a00d-9c469eda55f9--d74add13-cfef-48b8-b933-5f87e051a428,8d4aa23d-987e-4f47-a00d-9c469eda55f9,d74add13-cfef-48b8-b933-5f87e051a428,similarity,0.9965415954589844
8d4aa23d-987e-4f47-a00d-9c469eda55f9--f02e095e-be99-49cb-8ce9-121757a09ff4,8d4aa23d-987e-4f47-a00d-9c469eda55f9,f02e095e-be99-49cb-8ce9-121757a09ff4,similarity,0.9965407562255859
8d4aa23d-987e-4f47-a00d-9c469eda55f9--248e2f0d-6628-4dd0-90a8-ee1ae0882267,8d4aa23d-987e-4f47-a00d-9c469eda55f9,248e2f0d-6628-4dd0-90a8-ee1ae0882267,similarity,0.99318359375
8d4aa23d-987e-4f47-a00d-9c469eda55f9--0006b0d4-d24f-4af3-af65-b1d467cbf79a,8d4aa23d-987e-4f47-a00d-9c469eda55f9,0006b0d4-d24f-4af3-af65-b1d467cbf79a,similarity,0.9926220703125
8d4aa23d-987e-4f47-a00d-9c469eda55f9--a23d09a0-1f5b-4c98-8acf-c07e7db1377b,8d4aa23d-987e-4f47-a00d-9c469eda55f9,a23d09a0-1f5b-4c98-8acf-c07e7db1377b,similarity,0.9840780639648438
8d4aa23d-987e-4f47-a00d-9c469eda55f9--f7944389-39ae-491a-a4a1-a8e1f336cc90,8d4aa23d-987e-4f47-a00d-9c469eda55f9,f7944389-39ae-491a-a4a1-a8e1f336cc90,similarity,0.9840149688720703
8d4aa23d-987e-4f47-a00d-9c469eda55f9--b000bead-8bd6-44fb-b3a0-51b930cc3735,8d4aa23d-987e-4f47-a00d-9c469eda55f9,b000bead-8bd6-44fb-b3a0-51b930cc3735,similarity,0.9770043182373047
8d4aa23d-987e-4f47-a00d-9c469eda55f9--f300c368-01cc-4136-99b4-326e5aeb2ef9,8d4aa23d-987e-4f47-a00d-9c469eda55f9,f300c368-01cc-4136-99b4-326e5aeb2ef9,similarity,0.9678769683837891
8d4aa23d-987e-4f47-a00d-9c469eda55f9--b78d9567-268e-449a-967b-8de98c9415ae,8d4aa23d-987e-4f47-a00d-9c469eda55f9,b78d9567-268e-449a-967b-8de98c9415ae,similarity,0.9322771453857421
8d4aa23d-987e-4f47-a00d-9c469eda55f9--e8766090-82e4-4f55-ae9d-3556836f26e4,8d4aa23d-987e-4f47-a00d-9c469eda55f9,e8766090-82e4-4f55-ae9d-3556836f26e4,similarity,0.7916629791259766
