~id,~from,~to,~label,weight:Double
e117d83a-6fb2-4be7-bb6b-cb78400290b1--ce9c2b42-16fa-46b1-981b-de39d7241842,e117d83a-6fb2-4be7-bb6b-cb78400290b1,ce9c2b42-16fa-46b1-981b-de39d7241842,similarity,0.9982317352294922
e117d83a-6fb2-4be7-bb6b-cb78400290b1--98d516e7-0fd7-425d-9009-6a031eae1c70,e117d83a-6fb2-4be7-bb6b-cb78400290b1,98d516e7-0fd7-425d-9009-6a031eae1c70,similarity,0.997968521118164
e117d83a-6fb2-4be7-bb6b-cb78400290b1--722f5ed7-d3d1-4036-814c-f2716f12ea52,e117d83a-6fb2-4be7-bb6b-cb78400290b1,722f5ed7-d3d1-4036-814c-f2716f12ea52,similarity,0.9973082733154297
e117d83a-6fb2-4be7-bb6b-cb78400290b1--5a8293a8-2dfb-40c5-85e3-024654720ad4,e117d83a-6fb2-4be7-bb6b-cb78400290b1,5a8293a8-2dfb-40c5-85e3-024654720ad4,similarity,0.9972142028808594
e117d83a-6fb2-4be7-bb6b-cb78400290b1--d1a0c9d7-99df-45cf-8c7e-fead4a43163c,e117d83a-6fb2-4be7-bb6b-cb78400290b1,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,similarity,0.996710433959961
e117d83a-6fb2-4be7-bb6b-cb78400290b1--c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,e117d83a-6fb2-4be7-bb6b-cb78400290b1,c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,similarity,0.9964095306396484
e117d83a-6fb2-4be7-bb6b-cb78400290b1--1b104d7f-9bd3-4c7e-97ef-948609052d0b,e117d83a-6fb2-4be7-bb6b-cb78400290b1,1b104d7f-9bd3-4c7e-97ef-948609052d0b,similarity,0.9959010314941407
e117d83a-6fb2-4be7-bb6b-cb78400290b1--538e6106-231f-42c6-a36d-8563932c3cf9,e117d83a-6fb2-4be7-bb6b-cb78400290b1,538e6106-231f-42c6-a36d-8563932c3cf9,similarity,0.9952203369140625
e117d83a-6fb2-4be7-bb6b-cb78400290b1--dc38bd00-0717-4046-8f0c-fe3bf969126d,e117d83a-6fb2-4be7-bb6b-cb78400290b1,dc38bd00-0717-4046-8f0c-fe3bf969126d,similarity,0.9950254821777343
e117d83a-6fb2-4be7-bb6b-cb78400290b1--a905077d-d237-4917-95b3-a61f8d2b04e3,e117d83a-6fb2-4be7-bb6b-cb78400290b1,a905077d-d237-4917-95b3-a61f8d2b04e3,similarity,0.9927651977539063
