~id,~from,~to,~label,weight:Double
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--1b104d7f-9bd3-4c7e-97ef-948609052d0b,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,1b104d7f-9bd3-4c7e-97ef-948609052d0b,similarity,0.9985760498046875
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--722f5ed7-d3d1-4036-814c-f2716f12ea52,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,722f5ed7-d3d1-4036-814c-f2716f12ea52,similarity,0.9972667694091797
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--5a8293a8-2dfb-40c5-85e3-024654720ad4,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,5a8293a8-2dfb-40c5-85e3-024654720ad4,similarity,0.9972245025634766
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--eba3510f-92bb-48b5-88c9-127f707df308,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,eba3510f-92bb-48b5-88c9-127f707df308,similarity,0.9968813323974609
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--a905077d-d237-4917-95b3-a61f8d2b04e3,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,a905077d-d237-4917-95b3-a61f8d2b04e3,similarity,0.9933651733398438
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--1f10275d-4f09-4e6d-9e70-7548c3d576fb,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,1f10275d-4f09-4e6d-9e70-7548c3d576fb,similarity,0.9927859497070313
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--ce9c2b42-16fa-46b1-981b-de39d7241842,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,ce9c2b42-16fa-46b1-981b-de39d7241842,similarity,0.9924767303466797
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,similarity,0.9919780731201172
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--98d516e7-0fd7-425d-9009-6a031eae1c70,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,98d516e7-0fd7-425d-9009-6a031eae1c70,similarity,0.9917743682861329
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--538e6106-231f-42c6-a36d-8563932c3cf9,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,538e6106-231f-42c6-a36d-8563932c3cf9,similarity,0.9901815795898438
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--183a6d4f-793c-426b-be3c-b38842527295,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,183a6d4f-793c-426b-be3c-b38842527295,similarity,0.9900334167480469
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--9435c236-ac8c-42cf-a999-e1b655b07c45,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,9435c236-ac8c-42cf-a999-e1b655b07c45,similarity,0.9772978210449219
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--6abf4e5f-3a41-4103-ad7f-c84a97754070,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,6abf4e5f-3a41-4103-ad7f-c84a97754070,similarity,0.9723295593261718
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--dc38bd00-0717-4046-8f0c-fe3bf969126d,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,dc38bd00-0717-4046-8f0c-fe3bf969126d,similarity,0.9689773559570313
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--0418f4e5-9d28-41d3-b44b-774abbb5b418,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,0418f4e5-9d28-41d3-b44b-774abbb5b418,similarity,0.9659044647216797
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--e97cacfb-ea38-4843-bc3e-d2732be92af4,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,e97cacfb-ea38-4843-bc3e-d2732be92af4,similarity,0.927436294555664
d1a0c9d7-99df-45cf-8c7e-fead4a43163c--4bdbf763-b58d-4fed-9c43-3a8653565dea,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,4bdbf763-b58d-4fed-9c43-3a8653565dea,similarity,0.9089266204833985
653159df-449b-4f59-ac72-0fcc7375a081--a67ebf56-782a-437c-868a-b76de9033540,653159df-449b-4f59-ac72-0fcc7375a081,a67ebf56-782a-437c-868a-b76de9033540,similarity,0.9993943023681641
653159df-449b-4f59-ac72-0fcc7375a081--dfdc542a-2ac6-42ec-bc1e-aaef7d3eef69,653159df-449b-4f59-ac72-0fcc7375a081,dfdc542a-2ac6-42ec-bc1e-aaef7d3eef69,similarity,0.9991081237792969
653159df-449b-4f59-ac72-0fcc7375a081--1ed5053f-7f08-4fa8-b899-94fe186d1a22,653159df-449b-4f59-ac72-0fcc7375a081,1ed5053f-7f08-4fa8-b899-94fe186d1a22,similarity,0.9988344573974609
653159df-449b-4f59-ac72-0fcc7375a081--7d1380f3-135e-4051-aaaf-07e2376f44eb,653159df-449b-4f59-ac72-0fcc7375a081,7d1380f3-135e-4051-aaaf-07e2376f44eb,similarity,0.9987313842773438
653159df-449b-4f59-ac72-0fcc7375a081--66edbe8c-dce6-46f2-b516-8a43601a46ab,653159df-449b-4f59-ac72-0fcc7375a081,66edbe8c-dce6-46f2-b516-8a43601a46ab,similarity,0.9980680084228516
653159df-449b-4f59-ac72-0fcc7375a081--bb185279-1926-4b98-aad5-70ba51505f27,653159df-449b-4f59-ac72-0fcc7375a081,bb185279-1926-4b98-aad5-70ba51505f27,similarity,0.9973436737060547
653159df-449b-4f59-ac72-0fcc7375a081--098d17af-849d-4b1a-bbf1-8047c9c67114,653159df-449b-4f59-ac72-0fcc7375a081,098d17af-849d-4b1a-bbf1-8047c9c67114,similarity,0.9950634002685547
653159df-449b-4f59-ac72-0fcc7375a081--ec126a75-0b3b-4ffc-8c61-dbbbc0a7193d,653159df-449b-4f59-ac72-0fcc7375a081,ec126a75-0b3b-4ffc-8c61-dbbbc0a7193d,similarity,0.9917510986328125
653159df-449b-4f59-ac72-0fcc7375a081--828adffa-baba-423a-9a3e-896bc0c2f16f,653159df-449b-4f59-ac72-0fcc7375a081,828adffa-baba-423a-9a3e-896bc0c2f16f,similarity,0.9838302612304688
653159df-449b-4f59-ac72-0fcc7375a081--16e5c998-bc02-4f38-84ee-3ab223f2cee5,653159df-449b-4f59-ac72-0fcc7375a081,16e5c998-bc02-4f38-84ee-3ab223f2cee5,similarity,0.9706201171875
653159df-449b-4f59-ac72-0fcc7375a081--a4a19165-524a-4e7f-9414-96f1d5013b98,653159df-449b-4f59-ac72-0fcc7375a081,a4a19165-524a-4e7f-9414-96f1d5013b98,similarity,0.9424726104736328
653159df-449b-4f59-ac72-0fcc7375a081--86e6e7d0-cab9-4911-96f5-ea02ec3934ed,653159df-449b-4f59-ac72-0fcc7375a081,86e6e7d0-cab9-4911-96f5-ea02ec3934ed,similarity,0.866341323852539
