~id,~from,~to,~label,weight:Double
5befbdbd-e8ba-466e-819a-676b2d477359--1b104d7f-9bd3-4c7e-97ef-948609052d0b,5befbdbd-e8ba-466e-819a-676b2d477359,1b104d7f-9bd3-4c7e-97ef-948609052d0b,similarity,0.9993077087402343
5befbdbd-e8ba-466e-819a-676b2d477359--d1a0c9d7-99df-45cf-8c7e-fead4a43163c,5befbdbd-e8ba-466e-819a-676b2d477359,d1a0c9d7-99df-45cf-8c7e-fead4a43163c,similarity,0.9988658142089843
5befbdbd-e8ba-466e-819a-676b2d477359--e117d83a-6fb2-4be7-bb6b-cb78400290b1,5befbdbd-e8ba-466e-819a-676b2d477359,e117d83a-6fb2-4be7-bb6b-cb78400290b1,similarity,0.9983783721923828
5befbdbd-e8ba-466e-819a-676b2d477359--62df8849-7144-45a8-baa0-af8a4b7faa5c,5befbdbd-e8ba-466e-819a-676b2d477359,62df8849-7144-45a8-baa0-af8a4b7faa5c,similarity,0.9977143859863281
5befbdbd-e8ba-466e-819a-676b2d477359--5a8293a8-2dfb-40c5-85e3-024654720ad4,5befbdbd-e8ba-466e-819a-676b2d477359,5a8293a8-2dfb-40c5-85e3-024654720ad4,similarity,0.9975457000732422
5befbdbd-e8ba-466e-819a-676b2d477359--ce9c2b42-16fa-46b1-981b-de39d7241842,5befbdbd-e8ba-466e-819a-676b2d477359,ce9c2b42-16fa-46b1-981b-de39d7241842,similarity,0.997508773803711
5befbdbd-e8ba-466e-819a-676b2d477359--c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,5befbdbd-e8ba-466e-819a-676b2d477359,c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,similarity,0.9971507263183593
5befbdbd-e8ba-466e-819a-676b2d477359--722f5ed7-d3d1-4036-814c-f2716f12ea52,5befbdbd-e8ba-466e-819a-676b2d477359,722f5ed7-d3d1-4036-814c-f2716f12ea52,similarity,0.9971334075927735
5befbdbd-e8ba-466e-819a-676b2d477359--98d516e7-0fd7-425d-9009-6a031eae1c70,5befbdbd-e8ba-466e-819a-676b2d477359,98d516e7-0fd7-425d-9009-6a031eae1c70,similarity,0.9967296600341797
5befbdbd-e8ba-466e-819a-676b2d477359--eba3510f-92bb-48b5-88c9-127f707df308,5befbdbd-e8ba-466e-819a-676b2d477359,eba3510f-92bb-48b5-88c9-127f707df308,similarity,0.9960783386230468
5befbdbd-e8ba-466e-819a-676b2d477359--538e6106-231f-42c6-a36d-8563932c3cf9,5befbdbd-e8ba-466e-819a-676b2d477359,538e6106-231f-42c6-a36d-8563932c3cf9,similarity,0.9943648529052734
5befbdbd-e8ba-466e-819a-676b2d477359--a905077d-d237-4917-95b3-a61f8d2b04e3,5befbdbd-e8ba-466e-819a-676b2d477359,a905077d-d237-4917-95b3-a61f8d2b04e3,similarity,0.9934535980224609
5befbdbd-e8ba-466e-819a-676b2d477359--1f10275d-4f09-4e6d-9e70-7548c3d576fb,5befbdbd-e8ba-466e-819a-676b2d477359,1f10275d-4f09-4e6d-9e70-7548c3d576fb,similarity,0.9925046539306641
5befbdbd-e8ba-466e-819a-676b2d477359--dc38bd00-0717-4046-8f0c-fe3bf969126d,5befbdbd-e8ba-466e-819a-676b2d477359,dc38bd00-0717-4046-8f0c-fe3bf969126d,similarity,0.99227783203125
5befbdbd-e8ba-466e-819a-676b2d477359--183a6d4f-793c-426b-be3c-b38842527295,5befbdbd-e8ba-466e-819a-676b2d477359,183a6d4f-793c-426b-be3c-b38842527295,similarity,0.9893360900878906
5befbdbd-e8ba-466e-819a-676b2d477359--6abf4e5f-3a41-4103-ad7f-c84a97754070,5befbdbd-e8ba-466e-819a-676b2d477359,6abf4e5f-3a41-4103-ad7f-c84a97754070,similarity,0.9888907623291016
5befbdbd-e8ba-466e-819a-676b2d477359--0418f4e5-9d28-41d3-b44b-774abbb5b418,5befbdbd-e8ba-466e-819a-676b2d477359,0418f4e5-9d28-41d3-b44b-774abbb5b418,similarity,0.9859478759765625
5befbdbd-e8ba-466e-819a-676b2d477359--9435c236-ac8c-42cf-a999-e1b655b07c45,5befbdbd-e8ba-466e-819a-676b2d477359,9435c236-ac8c-42cf-a999-e1b655b07c45,similarity,0.9544686889648437
5befbdbd-e8ba-466e-819a-676b2d477359--e97cacfb-ea38-4843-bc3e-d2732be92af4,5befbdbd-e8ba-466e-819a-676b2d477359,e97cacfb-ea38-4843-bc3e-d2732be92af4,similarity,0.9524815368652344
5befbdbd-e8ba-466e-819a-676b2d477359--4bdbf763-b58d-4fed-9c43-3a8653565dea,5befbdbd-e8ba-466e-819a-676b2d477359,4bdbf763-b58d-4fed-9c43-3a8653565dea,similarity,0.9470575714111328
