~id,~from,~to,~label,weight:Double
722f5ed7-d3d1-4036-814c-f2716f12ea52--1b104d7f-9bd3-4c7e-97ef-948609052d0b,722f5ed7-d3d1-4036-814c-f2716f12ea52,1b104d7f-9bd3-4c7e-97ef-948609052d0b,similarity,0.9959870910644532
722f5ed7-d3d1-4036-814c-f2716f12ea52--c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,722f5ed7-d3d1-4036-814c-f2716f12ea52,c71a830b-b7b5-4087-9ed7-f4bdc4b6c503,similarity,0.9959425354003906
722f5ed7-d3d1-4036-814c-f2716f12ea52--a905077d-d237-4917-95b3-a61f8d2b04e3,722f5ed7-d3d1-4036-814c-f2716f12ea52,a905077d-d237-4917-95b3-a61f8d2b04e3,similarity,0.9947722625732421
722f5ed7-d3d1-4036-814c-f2716f12ea52--eba3510f-92bb-48b5-88c9-127f707df308,722f5ed7-d3d1-4036-814c-f2716f12ea52,eba3510f-92bb-48b5-88c9-127f707df308,similarity,0.9947037506103515
722f5ed7-d3d1-4036-814c-f2716f12ea52--ce9c2b42-16fa-46b1-981b-de39d7241842,722f5ed7-d3d1-4036-814c-f2716f12ea52,ce9c2b42-16fa-46b1-981b-de39d7241842,similarity,0.9919951629638671
722f5ed7-d3d1-4036-814c-f2716f12ea52--538e6106-231f-42c6-a36d-8563932c3cf9,722f5ed7-d3d1-4036-814c-f2716f12ea52,538e6106-231f-42c6-a36d-8563932c3cf9,similarity,0.9912398529052734
722f5ed7-d3d1-4036-814c-f2716f12ea52--183a6d4f-793c-426b-be3c-b38842527295,722f5ed7-d3d1-4036-814c-f2716f12ea52,183a6d4f-793c-426b-be3c-b38842527295,similarity,0.9894419860839844
722f5ed7-d3d1-4036-814c-f2716f12ea52--6abf4e5f-3a41-4103-ad7f-c84a97754070,722f5ed7-d3d1-4036-814c-f2716f12ea52,6abf4e5f-3a41-4103-ad7f-c84a97754070,similarity,0.9884210205078126
722f5ed7-d3d1-4036-814c-f2716f12ea52--1f10275d-4f09-4e6d-9e70-7548c3d576fb,722f5ed7-d3d1-4036-814c-f2716f12ea52,1f10275d-4f09-4e6d-9e70-7548c3d576fb,similarity,0.9873715972900391
722f5ed7-d3d1-4036-814c-f2716f12ea52--dc38bd00-0717-4046-8f0c-fe3bf969126d,722f5ed7-d3d1-4036-814c-f2716f12ea52,dc38bd00-0717-4046-8f0c-fe3bf969126d,similarity,0.9803961181640625
722f5ed7-d3d1-4036-814c-f2716f12ea52--e97cacfb-ea38-4843-bc3e-d2732be92af4,722f5ed7-d3d1-4036-814c-f2716f12ea52,e97cacfb-ea38-4843-bc3e-d2732be92af4,similarity,0.937717056274414
722f5ed7-d3d1-4036-814c-f2716f12ea52--4bdbf763-b58d-4fed-9c43-3a8653565dea,722f5ed7-d3d1-4036-814c-f2716f12ea52,4bdbf763-b58d-4fed-9c43-3a8653565dea,similarity,0.8558462524414062
